holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,is_holiday,hour,day_of_week,month,year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,temp_c,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,traffic_volume_lag_1h,traffic_volume_lag_3h,traffic_volume_lag_24h,rolling_3h_mean
,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,0,4,2,10,2012,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6.3799999999999955,1,0,0,0,0,0,0,0,0,0,0,367.0,321.0,0.0,320.3333333333333
,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,0,5,2,10,2012,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,5.470000000000027,1,0,0,0,0,0,0,0,0,0,0,814.0,273.0,0.0,484.6666666666667
,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,0,6,2,10,2012,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,5.080000000000041,1,0,0,0,0,0,0,0,0,0,0,2718.0,367.0,0.0,1299.6666666666667
,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,0,8,2,10,2012,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,4.970000000000027,1,0,0,0,0,0,0,0,0,0,0,5673.0,814.0,0.0,3068.3333333333335
,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,0,9,2,10,2012,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,9.330000000000041,1,0,0,0,0,0,0,0,0,0,0,6511.0,2718.0,0.0,4967.333333333333
,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,0,12,2,10,2012,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,18.82000000000005,1,0,0,0,0,0,0,0,0,0,0,5471.0,5673.0,5545.0,5885.0
,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,0,13,2,10,2012,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,20.08000000000004,1,0,0,0,0,0,0,0,0,0,0,5097.0,6511.0,4516.0,5693.0
,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,0,14,2,10,2012,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,21.160000000000025,1,0,0,0,0,0,0,0,0,0,0,4887.0,5471.0,4767.0,5151.666666666667
,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,0,15,2,10,2012,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,22.02000000000004,1,0,0,0,0,0,0,0,0,0,0,5337.0,5097.0,5026.0,5107.0
,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,0,16,2,10,2012,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,21.980000000000018,1,0,0,0,0,0,0,0,0,0,0,5692.0,4887.0,4918.0,5305.333333333333
,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,0,18,2,10,2012,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,20.510000000000048,0,1,0,0,0,0,0,0,0,0,0,6137.0,5337.0,5181.0,5722.0
,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,0,19,2,10,2012,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,17.5,0,1,0,0,0,0,0,0,0,0,0,4623.0,5692.0,5584.0,5484.0
,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,0,20,2,10,2012,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,15.04000000000002,0,1,0,0,0,0,0,0,0,0,0,3591.0,6137.0,6015.0,4783.666666666667
,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,0,21,2,10,2012,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,13.950000000000045,1,0,0,0,0,0,0,0,0,0,0,2898.0,4623.0,5791.0,3704.0
,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,0,22,2,10,2012,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,13.100000000000023,1,0,0,0,0,0,0,0,0,0,0,2637.0,3591.0,4770.0,3042.0
,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,0,23,2,10,2012,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,12.110000000000014,1,0,0,0,0,0,0,0,0,0,0,1777.0,2898.0,3539.0,2437.3333333333335
,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,0,0,3,10,2012,0,0.0,1.0,0.43388373911755823,-0.900968867902419,11.400000000000034,1,0,0,0,0,0,0,0,0,0,0,1015.0,2637.0,2784.0,1809.6666666666667
,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,0,1,3,10,2012,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,10.32000000000005,1,0,0,0,0,0,0,0,0,0,0,598.0,1777.0,2361.0,1130.0
,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,0,2,3,10,2012,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10.020000000000039,1,0,0,0,0,0,0,0,0,0,0,369.0,1015.0,1529.0,660.6666666666666
,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,0,3,3,10,2012,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,8.890000000000043,1,0,0,0,0,0,0,0,0,0,0,312.0,598.0,963.0,426.3333333333333
,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,0,4,3,10,2012,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,8.54000000000002,1,0,0,0,0,0,0,0,0,0,0,367.0,369.0,506.0,349.3333333333333
,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,0,5,3,10,2012,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,8.170000000000016,1,0,0,0,0,0,0,0,0,0,0,835.0,312.0,321.0,504.6666666666667
,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,0,6,3,10,2012,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7.590000000000032,1,0,0,0,0,0,0,0,0,0,0,2726.0,367.0,273.0,1309.3333333333333
,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,0,7,3,10,2012,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,7.420000000000016,1,0,0,0,0,0,0,0,0,0,0,5689.0,835.0,367.0,3083.3333333333335
,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,0,8,3,10,2012,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,8.710000000000036,1,0,0,0,0,0,0,0,0,0,0,6990.0,2726.0,814.0,5135.0
,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,0,9,3,10,2012,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,11.830000000000041,1,0,0,0,0,0,0,0,0,0,0,5985.0,5689.0,2718.0,6221.333333333333
,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,0,10,3,10,2012,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,16.03000000000003,1,0,0,0,0,0,0,0,0,0,0,5309.0,6990.0,5673.0,6094.666666666667
,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,0,11,3,10,2012,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,18.400000000000034,1,0,0,0,0,0,0,0,0,0,0,4603.0,5985.0,6511.0,5299.0
,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,0,12,3,10,2012,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,21.82000000000005,1,0,0,0,0,0,0,0,0,0,0,4884.0,5309.0,5471.0,4932.0
,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,0,13,3,10,2012,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,23.230000000000018,1,0,0,0,0,0,0,0,0,0,0,5104.0,4603.0,5097.0,4863.666666666667
,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,0,14,3,10,2012,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,24.170000000000016,1,0,0,0,0,0,0,0,0,0,0,5178.0,4884.0,4887.0,5055.333333333333
,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,0,15,3,10,2012,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,25.02000000000004,1,0,0,0,0,0,0,0,0,0,0,5501.0,5104.0,5337.0,5261.0
,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,0,16,3,10,2012,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,24.910000000000025,0,1,0,0,0,0,0,0,0,0,0,5713.0,5178.0,5692.0,5464.0
,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,0,17,3,10,2012,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,24.52000000000004,0,1,0,0,0,0,0,0,0,0,0,6292.0,5501.0,6137.0,5835.333333333333
,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,0,18,3,10,2012,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,23.210000000000036,0,1,0,0,0,0,0,0,0,0,0,6057.0,5713.0,4623.0,6020.666666666667
,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,0,19,3,10,2012,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,20.700000000000045,0,1,0,0,0,0,0,0,0,0,0,4907.0,6292.0,3591.0,5752.0
,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,0,20,3,10,2012,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,19.28000000000003,0,1,0,0,0,0,0,0,0,0,0,3503.0,6057.0,2898.0,4822.333333333333
,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,0,21,3,10,2012,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,18.620000000000005,0,1,0,0,0,0,0,0,0,0,0,3037.0,4907.0,2637.0,3815.6666666666665
,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,0,22,3,10,2012,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,18.210000000000036,0,1,0,0,0,0,0,0,0,0,0,2822.0,3503.0,1777.0,3120.6666666666665
,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,0,23,3,10,2012,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,17.970000000000027,0,1,0,0,0,0,0,0,0,0,0,1992.0,3037.0,1015.0,2617.0
,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,0,0,4,10,2012,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,17.480000000000018,0,1,0,0,0,0,0,0,0,0,0,1166.0,2822.0,598.0,1993.3333333333333
,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,0,1,4,10,2012,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,17.310000000000002,0,1,0,0,0,0,0,0,0,0,0,627.0,1992.0,369.0,1261.6666666666667
,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,0,3,4,10,2012,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,16.110000000000014,1,0,0,0,0,0,0,0,0,0,0,388.0,1166.0,312.0,727.0
,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,0,5,4,10,2012,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,10.060000000000002,0,1,0,0,0,0,0,0,0,0,0,368.0,627.0,367.0,461.0
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,0,6,4,10,2012,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.090000000000032,0,1,0,0,0,0,0,0,0,0,0,2489.0,388.0,835.0,1081.6666666666667
,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,0,7,4,10,2012,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,8.54000000000002,0,1,0,0,0,0,0,0,0,0,0,5537.0,368.0,2726.0,2798.0
,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,0,8,4,10,2012,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,7.420000000000016,0,1,0,0,0,0,0,0,0,0,0,6628.0,2489.0,5689.0,4884.666666666667
,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,0,9,4,10,2012,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,6.8700000000000045,0,1,0,0,0,0,0,0,0,0,0,5534.0,5537.0,6990.0,5899.666666666667
,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,0,10,4,10,2012,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,6.960000000000036,0,1,0,0,0,0,0,0,0,0,0,5403.0,6628.0,5985.0,5855.0
,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,0,11,4,10,2012,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,6.850000000000023,0,1,0,0,0,0,0,0,0,0,0,4770.0,5534.0,5309.0,5235.666666666667
,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,0,12,4,10,2012,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7.3799999999999955,0,1,0,0,0,0,0,0,0,0,0,5217.0,5403.0,4603.0,5130.0
,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,0,13,4,10,2012,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,8.28000000000003,0,1,0,0,0,0,0,0,0,0,0,5870.0,4770.0,4884.0,5285.666666666667
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,0,14,4,10,2012,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,8.629999999999995,0,1,0,0,0,0,0,0,0,0,0,5967.0,5217.0,5104.0,5684.666666666667
,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,0,15,4,10,2012,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,8.760000000000048,0,1,0,0,0,0,0,0,0,0,0,6108.0,5870.0,5178.0,5981.666666666667
,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,0,16,4,10,2012,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,8.580000000000041,0,1,0,0,0,0,0,0,0,0,0,6128.0,5967.0,5501.0,6067.666666666667
,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,0,17,4,10,2012,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,8.270000000000039,0,1,0,0,0,0,0,0,0,0,0,6069.0,6108.0,5713.0,6101.666666666667
,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,0,18,4,10,2012,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,7.720000000000027,0,1,0,0,0,0,0,0,0,0,0,6169.0,6128.0,6292.0,6122.0
,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,0,19,4,10,2012,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,7.0,0,1,0,0,0,0,0,0,0,0,0,5384.0,6069.0,6057.0,5874.0
,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,0,20,4,10,2012,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6.6299999999999955,0,1,0,0,0,0,0,0,0,0,0,4063.0,6169.0,4907.0,5205.333333333333
,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,0,21,4,10,2012,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.5,0,1,0,0,0,0,0,0,0,0,0,3364.0,5384.0,3503.0,4270.333333333333
,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,0,22,4,10,2012,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,6.07000000000005,0,1,0,0,0,0,0,0,0,0,0,2971.0,4063.0,3037.0,3466.0
,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,0,23,4,10,2012,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.910000000000025,0,1,0,0,0,0,0,0,0,0,0,2450.0,3364.0,2822.0,2928.3333333333335
,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,0,0,5,10,2012,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,5.660000000000025,0,1,0,0,0,0,0,0,0,0,0,1832.0,2971.0,1992.0,2417.6666666666665
,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,0,1,5,10,2012,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,5.400000000000034,0,1,0,0,0,0,0,0,0,0,0,1231.0,2450.0,1166.0,1837.6666666666667
,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,0,2,5,10,2012,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,5.439999999999998,0,1,0,0,0,0,0,0,0,0,0,718.0,1832.0,627.0,1260.3333333333333
,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,0,4,5,10,2012,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3.840000000000032,0,1,0,0,0,0,0,0,0,0,0,545.0,1231.0,388.0,831.3333333333334
,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,0,5,5,10,2012,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,3.2000000000000455,0,1,0,0,0,0,0,0,0,0,0,411.0,718.0,368.0,558.0
,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,0,6,5,10,2012,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,2.25,1,0,0,0,0,0,0,0,0,0,0,688.0,545.0,2489.0,548.0
,275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,0,7,5,10,2012,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2.0200000000000387,1,0,0,0,0,0,0,0,0,0,0,1352.0,411.0,5537.0,817.0
,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,0,8,5,10,2012,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1.8400000000000318,1,0,0,0,0,0,0,0,0,0,0,2072.0,688.0,6628.0,1370.6666666666667
,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,0,9,5,10,2012,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1.9399999999999977,0,1,0,0,0,0,0,0,0,0,0,3342.0,1352.0,5534.0,2255.3333333333335
,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,0,10,5,10,2012,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3.730000000000018,0,1,0,0,0,0,0,0,0,0,0,4258.0,2072.0,5403.0,3224.0
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,0,11,5,10,2012,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,4.890000000000043,0,1,0,0,0,0,0,0,0,0,0,4861.0,3342.0,4770.0,4153.666666666667
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,0,12,5,10,2012,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5.930000000000007,0,1,0,0,0,0,0,0,0,0,0,5191.0,4258.0,5217.0,4770.0
,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,0,13,5,10,2012,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,6.970000000000027,0,1,0,0,0,0,0,0,0,0,0,5669.0,4861.0,5870.0,5240.333333333333
